CacheSize,BlockSize,Associativity,WriteAlloc,WritePolicy,Replacement,LoadMisses,StoreMisses,TotalCycles,Command
4096,32,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 4096 32 8 no-write-allocate write-through lru < gcc.trace
4096,64,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 4096 64 8 no-write-allocate write-through fifo < gcc.trace
4096,64,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 4096 64 8 no-write-allocate write-through lru < gcc.trace
4096,128,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 4096 128 8 no-write-allocate write-through fifo < gcc.trace
4096,128,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 4096 128 8 no-write-allocate write-through lru < gcc.trace
4096,256,8,no-write-allocate,write-through,fifo,8499,36184,21927899,./csim 4096 256 8 no-write-allocate write-through fifo < gcc.trace
4096,256,8,no-write-allocate,write-through,lru,8499,36184,21927899,./csim 4096 256 8 no-write-allocate write-through lru < gcc.trace
1024,16,8,no-write-allocate,write-through,lru,8500,36184,21928099,./csim 1024 16 8 no-write-allocate write-through lru < gcc.trace
2048,16,8,no-write-allocate,write-through,lru,8500,36184,21928099,./csim 2048 16 8 no-write-allocate write-through lru < gcc.trace
4096,8,8,no-write-allocate,write-through,fifo,8500,36184,21928099,./csim 4096 8 8 no-write-allocate write-through fifo < gcc.trace
4096,8,8,no-write-allocate,write-through,lru,8500,36184,21928099,./csim 4096 8 8 no-write-allocate write-through lru < gcc.trace
4096,16,8,no-write-allocate,write-through,fifo,8500,36184,21928099,./csim 4096 16 8 no-write-allocate write-through fifo < gcc.trace
4096,16,8,no-write-allocate,write-through,lru,8500,36184,21928099,./csim 4096 16 8 no-write-allocate write-through lru < gcc.trace
2048,8,8,no-write-allocate,write-through,lru,8501,36184,21928299,./csim 2048 8 8 no-write-allocate write-through lru < gcc.trace
2048,16,8,no-write-allocate,write-through,fifo,8501,36184,21928299,./csim 2048 16 8 no-write-allocate write-through fifo < gcc.trace
512,32,8,no-write-allocate,write-through,fifo,8502,36185,21928498,./csim 512 32 8 no-write-allocate write-through fifo < gcc.trace
1024,16,8,no-write-allocate,write-through,fifo,8503,36185,21928698,./csim 1024 16 8 no-write-allocate write-through fifo < gcc.trace
4096,4,8,no-write-allocate,write-through,lru,8506,36186,21929297,./csim 4096 4 8 no-write-allocate write-through lru < gcc.trace
2048,8,8,no-write-allocate,write-through,fifo,8509,36186,21929897,./csim 2048 8 8 no-write-allocate write-through fifo < gcc.trace
256,32,8,no-write-allocate,write-through,lru,8513,36186,21930697,./csim 256 32 8 no-write-allocate write-through lru < gcc.trace
4096,4,8,no-write-allocate,write-through,fifo,8519,36210,21931873,./csim 4096 4 8 no-write-allocate write-through fifo < gcc.trace
512,16,8,no-write-allocate,write-through,lru,8524,36189,21932894,./csim 512 16 8 no-write-allocate write-through lru < gcc.trace
1024,8,8,no-write-allocate,write-through,lru,8537,36189,21935494,./csim 1024 8 8 no-write-allocate write-through lru < gcc.trace
2048,4,8,no-write-allocate,write-through,lru,8544,36190,21936893,./csim 2048 4 8 no-write-allocate write-through lru < gcc.trace
256,32,8,no-write-allocate,write-through,fifo,8571,36226,21942257,./csim 256 32 8 no-write-allocate write-through fifo < gcc.trace
512,16,8,no-write-allocate,write-through,fifo,8599,36264,21947819,./csim 512 16 8 no-write-allocate write-through fifo < gcc.trace
4096,2,8,no-write-allocate,write-through,lru,8622,36224,21952459,./csim 4096 2 8 no-write-allocate write-through lru < gcc.trace
1024,8,8,no-write-allocate,write-through,fifo,8643,36291,21956592,./csim 1024 8 8 no-write-allocate write-through fifo < gcc.trace
256,16,8,no-write-allocate,write-through,lru,8684,36205,21964878,./csim 256 16 8 no-write-allocate write-through lru < gcc.trace
2048,4,8,no-write-allocate,write-through,fifo,8689,36456,21965627,./csim 2048 4 8 no-write-allocate write-through fifo < gcc.trace
512,8,8,no-write-allocate,write-through,lru,8714,36212,21970871,./csim 512 8 8 no-write-allocate write-through lru < gcc.trace
1024,4,8,no-write-allocate,write-through,lru,8737,36262,21975421,./csim 1024 4 8 no-write-allocate write-through lru < gcc.trace
4096,2,8,no-write-allocate,write-through,fifo,8771,36412,21982071,./csim 4096 2 8 no-write-allocate write-through fifo < gcc.trace
2048,2,8,no-write-allocate,write-through,lru,8830,36302,21993981,./csim 2048 2 8 no-write-allocate write-through lru < gcc.trace
128,16,8,no-write-allocate,write-through,lru,8935,36237,22015046,./csim 128 16 8 no-write-allocate write-through lru < gcc.trace
256,16,8,no-write-allocate,write-through,fifo,8942,36509,22016174,./csim 256 16 8 no-write-allocate write-through fifo < gcc.trace
256,8,8,no-write-allocate,write-through,lru,8959,36290,22019793,./csim 256 8 8 no-write-allocate write-through lru < gcc.trace
512,8,8,no-write-allocate,write-through,fifo,9006,36477,22029006,./csim 512 8 8 no-write-allocate write-through fifo < gcc.trace
512,4,8,no-write-allocate,write-through,lru,9012,36473,22030210,./csim 512 4 8 no-write-allocate write-through lru < gcc.trace
1024,4,8,no-write-allocate,write-through,fifo,9065,36553,22040730,./csim 1024 4 8 no-write-allocate write-through fifo < gcc.trace
2048,2,8,no-write-allocate,write-through,fifo,9177,36966,22062717,./csim 2048 2 8 no-write-allocate write-through fifo < gcc.trace
1024,2,8,no-write-allocate,write-through,lru,9302,36723,22087960,./csim 1024 2 8 no-write-allocate write-through lru < gcc.trace
128,8,8,no-write-allocate,write-through,lru,9369,36697,22101386,./csim 128 8 8 no-write-allocate write-through lru < gcc.trace
128,16,8,no-write-allocate,write-through,fifo,9469,37032,22121051,./csim 128 16 8 no-write-allocate write-through fifo < gcc.trace
32,8,4,no-write-allocate,write-through,lru,19032,43182,22124301,./csim 32 8 4 no-write-allocate write-through lru < gcc.trace
256,8,8,no-write-allocate,write-through,fifo,9504,37027,22128056,./csim 256 8 8 no-write-allocate write-through fifo < gcc.trace
256,4,8,no-write-allocate,write-through,lru,9509,36747,22129336,./csim 256 4 8 no-write-allocate write-through lru < gcc.trace
512,4,8,no-write-allocate,write-through,fifo,9594,37217,22145866,./csim 512 4 8 no-write-allocate write-through fifo < gcc.trace
1024,2,8,no-write-allocate,write-through,fifo,9806,37240,22188243,./csim 1024 2 8 no-write-allocate write-through fifo < gcc.trace
256,1,32,write-allocate,write-back,fifo,10841,6940,22211683,./csim 256 1 32 write-allocate write-back fifo < gcc.trace
256,1,32,write-allocate,write-back,lru,10841,6940,22211683,./csim 256 1 32 write-allocate write-back lru < gcc.trace
4096,1,8,no-write-allocate,write-through,fifo,10081,37092,22243391,./csim 4096 1 8 no-write-allocate write-through fifo < gcc.trace
4096,1,8,no-write-allocate,write-through,lru,10081,37092,22243391,./csim 4096 1 8 no-write-allocate write-through lru < gcc.trace
512,2,8,no-write-allocate,write-through,lru,10134,37123,22253960,./csim 512 2 8 no-write-allocate write-through lru < gcc.trace
256,2,4,no-write-allocate,write-through,lru,20356,42659,22257224,./csim 256 2 4 no-write-allocate write-through lru < gcc.trace
64,4,4,no-write-allocate,write-through,lru,20462,43569,22266914,./csim 64 4 4 no-write-allocate write-through lru < gcc.trace
128,8,8,no-write-allocate,write-through,fifo,10362,37415,22299268,./csim 128 8 8 no-write-allocate write-through fifo < gcc.trace
256,4,8,no-write-allocate,write-through,fifo,10453,37800,22317083,./csim 256 4 8 no-write-allocate write-through fifo < gcc.trace
64,8,8,no-write-allocate,write-through,lru,10897,37388,22406295,./csim 64 8 8 no-write-allocate write-through lru < gcc.trace
512,2,8,no-write-allocate,write-through,fifo,10935,38037,22413246,./csim 512 2 8 no-write-allocate write-through fifo < gcc.trace
128,4,8,no-write-allocate,write-through,lru,11038,37471,22434412,./csim 128 4 8 no-write-allocate write-through lru < gcc.trace
256,2,4,no-write-allocate,write-through,fifo,22256,44711,22445172,./csim 256 2 4 no-write-allocate write-through fifo < gcc.trace
2048,1,8,no-write-allocate,write-through,fifo,11347,38138,22495545,./csim 2048 1 8 no-write-allocate write-through fifo < gcc.trace
2048,1,8,no-write-allocate,write-through,lru,11347,38138,22495545,./csim 2048 1 8 no-write-allocate write-through lru < gcc.trace
1024,1,4,no-write-allocate,write-through,fifo,22889,41948,22511235,./csim 1024 1 4 no-write-allocate write-through fifo < gcc.trace
1024,1,4,no-write-allocate,write-through,lru,22889,41948,22511235,./csim 1024 1 4 no-write-allocate write-through lru < gcc.trace
512,32,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 512 32 16 no-write-allocate write-through lru < gcc.trace
1024,32,16,no-write-allocate,write-through,fifo,5990,32270,22628013,./csim 1024 32 16 no-write-allocate write-through fifo < gcc.trace
1024,32,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 1024 32 16 no-write-allocate write-through lru < gcc.trace
1024,64,16,no-write-allocate,write-through,fifo,5990,32270,22628013,./csim 1024 64 16 no-write-allocate write-through fifo < gcc.trace
1024,64,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 1024 64 16 no-write-allocate write-through lru < gcc.trace
2048,32,16,no-write-allocate,write-through,fifo,5990,32270,22628013,./csim 2048 32 16 no-write-allocate write-through fifo < gcc.trace
2048,32,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 2048 32 16 no-write-allocate write-through lru < gcc.trace
2048,64,16,no-write-allocate,write-through,fifo,5990,32270,22628013,./csim 2048 64 16 no-write-allocate write-through fifo < gcc.trace
2048,64,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 2048 64 16 no-write-allocate write-through lru < gcc.trace
2048,128,16,no-write-allocate,write-through,fifo,5990,32270,22628013,./csim 2048 128 16 no-write-allocate write-through fifo < gcc.trace
2048,128,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 2048 128 16 no-write-allocate write-through lru < gcc.trace
4096,32,16,no-write-allocate,write-through,fifo,5990,32270,22628013,./csim 4096 32 16 no-write-allocate write-through fifo < gcc.trace
4096,32,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 4096 32 16 no-write-allocate write-through lru < gcc.trace
4096,64,16,no-write-allocate,write-through,fifo,5990,32270,22628013,./csim 4096 64 16 no-write-allocate write-through fifo < gcc.trace
4096,64,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 4096 64 16 no-write-allocate write-through lru < gcc.trace
4096,128,16,no-write-allocate,write-through,fifo,5990,32270,22628013,./csim 4096 128 16 no-write-allocate write-through fifo < gcc.trace
4096,128,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 4096 128 16 no-write-allocate write-through lru < gcc.trace
4096,256,16,no-write-allocate,write-through,fifo,5990,32270,22628013,./csim 4096 256 16 no-write-allocate write-through fifo < gcc.trace
4096,256,16,no-write-allocate,write-through,lru,5990,32270,22628013,./csim 4096 256 16 no-write-allocate write-through lru < gcc.trace
512,32,16,no-write-allocate,write-through,fifo,5991,32273,22628410,./csim 512 32 16 no-write-allocate write-through fifo < gcc.trace
1024,16,16,no-write-allocate,write-through,lru,5991,32270,22628413,./csim 1024 16 16 no-write-allocate write-through lru < gcc.trace
2048,8,16,no-write-allocate,write-through,fifo,5991,32270,22628413,./csim 2048 8 16 no-write-allocate write-through fifo < gcc.trace
2048,8,16,no-write-allocate,write-through,lru,5991,32270,22628413,./csim 2048 8 16 no-write-allocate write-through lru < gcc.trace
2048,16,16,no-write-allocate,write-through,fifo,5991,32270,22628413,./csim 2048 16 16 no-write-allocate write-through fifo < gcc.trace
2048,16,16,no-write-allocate,write-through,lru,5991,32270,22628413,./csim 2048 16 16 no-write-allocate write-through lru < gcc.trace
4096,8,16,no-write-allocate,write-through,fifo,5991,32270,22628413,./csim 4096 8 16 no-write-allocate write-through fifo < gcc.trace
4096,8,16,no-write-allocate,write-through,lru,5991,32270,22628413,./csim 4096 8 16 no-write-allocate write-through lru < gcc.trace
4096,16,16,no-write-allocate,write-through,fifo,5991,32270,22628413,./csim 4096 16 16 no-write-allocate write-through fifo < gcc.trace
4096,16,16,no-write-allocate,write-through,lru,5991,32270,22628413,./csim 4096 16 16 no-write-allocate write-through lru < gcc.trace
1024,16,16,no-write-allocate,write-through,fifo,5992,32270,22628813,./csim 1024 16 16 no-write-allocate write-through fifo < gcc.trace
512,16,16,no-write-allocate,write-through,lru,5993,32270,22629213,./csim 512 16 16 no-write-allocate write-through lru < gcc.trace
1024,8,16,no-write-allocate,write-through,lru,5995,32272,22630011,./csim 1024 8 16 no-write-allocate write-through lru < gcc.trace
4096,4,16,no-write-allocate,write-through,lru,5995,32272,22630011,./csim 4096 4 16 no-write-allocate write-through lru < gcc.trace
4096,4,16,no-write-allocate,write-through,fifo,6000,32272,22632011,./csim 4096 4 16 no-write-allocate write-through fifo < gcc.trace
512,16,16,no-write-allocate,write-through,fifo,6003,32280,22633203,./csim 512 16 16 no-write-allocate write-through fifo < gcc.trace
2048,4,16,no-write-allocate,write-through,lru,6005,32273,22634010,./csim 2048 4 16 no-write-allocate write-through lru < gcc.trace
1024,8,16,no-write-allocate,write-through,fifo,6018,32289,22639194,./csim 1024 8 16 no-write-allocate write-through fifo < gcc.trace
2048,4,16,no-write-allocate,write-through,fifo,6032,32296,22644787,./csim 2048 4 16 no-write-allocate write-through fifo < gcc.trace
256,16,16,no-write-allocate,write-through,lru,6054,32278,22653605,./csim 256 16 16 no-write-allocate write-through lru < gcc.trace
512,8,16,no-write-allocate,write-through,lru,6064,32280,22657603,./csim 512 8 16 no-write-allocate write-through lru < gcc.trace
4096,2,16,no-write-allocate,write-through,lru,6066,32284,22658399,./csim 4096 2 16 no-write-allocate write-through lru < gcc.trace
1024,4,16,no-write-allocate,write-through,lru,6072,32284,22660799,./csim 1024 4 16 no-write-allocate write-through lru < gcc.trace
4096,2,16,no-write-allocate,write-through,fifo,6127,32307,22682776,./csim 4096 2 16 no-write-allocate write-through fifo < gcc.trace
32,8,4,no-write-allocate,write-through,fifo,24671,46685,22684698,./csim 32 8 4 no-write-allocate write-through fifo < gcc.trace
64,4,4,no-write-allocate,write-through,fifo,24728,46744,22690339,./csim 64 4 4 no-write-allocate write-through fifo < gcc.trace
2048,2,16,no-write-allocate,write-through,lru,6160,32324,22695959,./csim 2048 2 16 no-write-allocate write-through lru < gcc.trace
256,2,8,no-write-allocate,write-through,lru,12364,38135,22698948,./csim 256 2 8 no-write-allocate write-through lru < gcc.trace
256,16,16,no-write-allocate,write-through,fifo,6193,32365,22709118,./csim 256 16 16 no-write-allocate write-through fifo < gcc.trace
512,8,16,no-write-allocate,write-through,fifo,6211,32389,22716294,./csim 512 8 16 no-write-allocate write-through fifo < gcc.trace
1024,4,16,no-write-allocate,write-through,fifo,6223,32637,22720846,./csim 1024 4 16 no-write-allocate write-through fifo < gcc.trace
64,8,8,no-write-allocate,write-through,fifo,12530,38772,22731511,./csim 64 8 8 no-write-allocate write-through fifo < gcc.trace
256,8,16,no-write-allocate,write-through,lru,6260,32331,22735952,./csim 256 8 16 no-write-allocate write-through lru < gcc.trace
2048,2,16,no-write-allocate,write-through,fifo,6301,32505,22752178,./csim 2048 2 16 no-write-allocate write-through fifo < gcc.trace
512,4,16,no-write-allocate,write-through,lru,6307,32425,22754658,./csim 512 4 16 no-write-allocate write-through lru < gcc.trace
128,4,8,no-write-allocate,write-through,fifo,12733,38751,22772132,./csim 128 4 8 no-write-allocate write-through fifo < gcc.trace
1024,2,16,no-write-allocate,write-through,lru,6409,32488,22795395,./csim 1024 2 16 no-write-allocate write-through lru < gcc.trace
64,2,16,write-allocate,write-back,fifo,23558,13127,22798083,./csim 64 2 16 write-allocate write-back fifo < gcc.trace
128,8,16,no-write-allocate,write-through,lru,6504,32553,22833330,./csim 128 8 16 no-write-allocate write-through lru < gcc.trace
64,2,32,write-allocate,write-back,fifo,12085,6359,22834083,./csim 64 2 32 write-allocate write-back fifo < gcc.trace
256,8,16,no-write-allocate,write-through,fifo,6548,32662,22850821,./csim 256 8 16 no-write-allocate write-through fifo < gcc.trace
256,4,16,no-write-allocate,write-through,lru,6584,32667,22865216,./csim 256 4 16 no-write-allocate write-through lru < gcc.trace
512,4,16,no-write-allocate,write-through,fifo,6617,32794,22878289,./csim 512 4 16 no-write-allocate write-through fifo < gcc.trace
1024,2,16,no-write-allocate,write-through,fifo,6711,33643,22915040,./csim 1024 2 16 no-write-allocate write-through fifo < gcc.trace
256,2,8,no-write-allocate,write-through,fifo,13531,39421,22931062,./csim 256 2 8 no-write-allocate write-through fifo < gcc.trace
4096,1,16,no-write-allocate,write-through,fifo,6891,32588,22988095,./csim 4096 1 16 no-write-allocate write-through fifo < gcc.trace
4096,1,16,no-write-allocate,write-through,lru,6891,32588,22988095,./csim 4096 1 16 no-write-allocate write-through lru < gcc.trace
64,4,8,no-write-allocate,write-through,lru,13828,38484,22991399,./csim 64 4 8 no-write-allocate write-through lru < gcc.trace
512,2,16,no-write-allocate,write-through,lru,6963,33059,23016424,./csim 512 2 16 no-write-allocate write-through lru < gcc.trace
128,8,16,no-write-allocate,write-through,fifo,7073,33366,23060117,./csim 128 8 16 no-write-allocate write-through fifo < gcc.trace
256,4,16,no-write-allocate,write-through,fifo,7180,33781,23102502,./csim 256 4 16 no-write-allocate write-through fifo < gcc.trace
128,2,4,no-write-allocate,write-through,lru,28960,45531,23114752,./csim 128 2 4 no-write-allocate write-through lru < gcc.trace
128,4,16,no-write-allocate,write-through,lru,7234,33158,23124725,./csim 128 4 16 no-write-allocate write-through lru < gcc.trace
32,2,8,write-allocate,write-back,lru,43839,29940,23124883,./csim 32 2 8 write-allocate write-back lru < gcc.trace
512,2,16,no-write-allocate,write-through,fifo,7428,33987,23201496,./csim 512 2 16 no-write-allocate write-through fifo < gcc.trace
1024,1,8,no-write-allocate,write-through,fifo,15166,39710,23257773,./csim 1024 1 8 no-write-allocate write-through fifo < gcc.trace
1024,1,8,no-write-allocate,write-through,lru,15166,39710,23257773,./csim 1024 1 8 no-write-allocate write-through lru < gcc.trace
1024,32,32,no-write-allocate,write-through,fifo,3789,27753,23267730,./csim 1024 32 32 no-write-allocate write-through fifo < gcc.trace
1024,32,32,no-write-allocate,write-through,lru,3789,27753,23267730,./csim 1024 32 32 no-write-allocate write-through lru < gcc.trace
2048,32,32,no-write-allocate,write-through,fifo,3789,27753,23267730,./csim 2048 32 32 no-write-allocate write-through fifo < gcc.trace
2048,32,32,no-write-allocate,write-through,lru,3789,27753,23267730,./csim 2048 32 32 no-write-allocate write-through lru < gcc.trace
2048,64,32,no-write-allocate,write-through,fifo,3789,27753,23267730,./csim 2048 64 32 no-write-allocate write-through fifo < gcc.trace
2048,64,32,no-write-allocate,write-through,lru,3789,27753,23267730,./csim 2048 64 32 no-write-allocate write-through lru < gcc.trace
4096,16,32,no-write-allocate,write-through,fifo,3789,27753,23267730,./csim 4096 16 32 no-write-allocate write-through fifo < gcc.trace
4096,16,32,no-write-allocate,write-through,lru,3789,27753,23267730,./csim 4096 16 32 no-write-allocate write-through lru < gcc.trace
4096,32,32,no-write-allocate,write-through,fifo,3789,27753,23267730,./csim 4096 32 32 no-write-allocate write-through fifo < gcc.trace
4096,32,32,no-write-allocate,write-through,lru,3789,27753,23267730,./csim 4096 32 32 no-write-allocate write-through lru < gcc.trace
4096,64,32,no-write-allocate,write-through,fifo,3789,27753,23267730,./csim 4096 64 32 no-write-allocate write-through fifo < gcc.trace
4096,64,32,no-write-allocate,write-through,lru,3789,27753,23267730,./csim 4096 64 32 no-write-allocate write-through lru < gcc.trace
4096,128,32,no-write-allocate,write-through,fifo,3789,27753,23267730,./csim 4096 128 32 no-write-allocate write-through fifo < gcc.trace
4096,128,32,no-write-allocate,write-through,lru,3789,27753,23267730,./csim 4096 128 32 no-write-allocate write-through lru < gcc.trace
512,16,32,no-write-allocate,write-through,lru,3790,27753,23268530,./csim 512 16 32 no-write-allocate write-through lru < gcc.trace
1024,8,32,no-write-allocate,write-through,lru,3790,27753,23268530,./csim 1024 8 32 no-write-allocate write-through lru < gcc.trace
1024,16,32,no-write-allocate,write-through,fifo,3790,27753,23268530,./csim 1024 16 32 no-write-allocate write-through fifo < gcc.trace
1024,16,32,no-write-allocate,write-through,lru,3790,27753,23268530,./csim 1024 16 32 no-write-allocate write-through lru < gcc.trace
2048,8,32,no-write-allocate,write-through,fifo,3790,27753,23268530,./csim 2048 8 32 no-write-allocate write-through fifo < gcc.trace
2048,8,32,no-write-allocate,write-through,lru,3790,27753,23268530,./csim 2048 8 32 no-write-allocate write-through lru < gcc.trace
2048,16,32,no-write-allocate,write-through,fifo,3790,27753,23268530,./csim 2048 16 32 no-write-allocate write-through fifo < gcc.trace
2048,16,32,no-write-allocate,write-through,lru,3790,27753,23268530,./csim 2048 16 32 no-write-allocate write-through lru < gcc.trace
4096,8,32,no-write-allocate,write-through,fifo,3790,27753,23268530,./csim 4096 8 32 no-write-allocate write-through fifo < gcc.trace
4096,8,32,no-write-allocate,write-through,lru,3790,27753,23268530,./csim 4096 8 32 no-write-allocate write-through lru < gcc.trace
512,16,32,no-write-allocate,write-through,fifo,3791,27753,23269330,./csim 512 16 32 no-write-allocate write-through fifo < gcc.trace
4096,4,32,no-write-allocate,write-through,lru,3791,27753,23269330,./csim 4096 4 32 no-write-allocate write-through lru < gcc.trace
1024,8,32,no-write-allocate,write-through,fifo,3792,27755,23270128,./csim 1024 8 32 no-write-allocate write-through fifo < gcc.trace
4096,4,32,no-write-allocate,write-through,fifo,3792,27753,23270130,./csim 4096 4 32 no-write-allocate write-through fifo < gcc.trace
2048,4,32,no-write-allocate,write-through,lru,3795,27753,23272530,./csim 2048 4 32 no-write-allocate write-through lru < gcc.trace
2048,4,32,no-write-allocate,write-through,fifo,3801,27755,23277328,./csim 2048 4 32 no-write-allocate write-through fifo < gcc.trace
512,8,32,no-write-allocate,write-through,lru,3802,27755,23278128,./csim 512 8 32 no-write-allocate write-through lru < gcc.trace
4096,2,32,no-write-allocate,write-through,lru,3808,27755,23282928,./csim 4096 2 32 no-write-allocate write-through lru < gcc.trace
1024,4,32,no-write-allocate,write-through,lru,3814,27756,23287727,./csim 1024 4 32 no-write-allocate write-through lru < gcc.trace
4096,2,32,no-write-allocate,write-through,fifo,3819,27780,23291703,./csim 4096 2 32 no-write-allocate write-through fifo < gcc.trace
512,8,32,no-write-allocate,write-through,fifo,3838,27785,23306898,./csim 512 8 32 no-write-allocate write-through fifo < gcc.trace
1024,4,32,no-write-allocate,write-through,fifo,3855,27793,23320490,./csim 1024 4 32 no-write-allocate write-through fifo < gcc.trace
2048,2,32,no-write-allocate,write-through,lru,3891,27784,23349299,./csim 2048 2 32 no-write-allocate write-through lru < gcc.trace
256,8,32,no-write-allocate,write-through,lru,3891,27775,23349308,./csim 256 8 32 no-write-allocate write-through lru < gcc.trace
512,4,32,no-write-allocate,write-through,lru,3904,27786,23359697,./csim 512 4 32 no-write-allocate write-through lru < gcc.trace
2048,1,16,no-write-allocate,write-through,fifo,7824,33815,23360068,./csim 2048 1 16 no-write-allocate write-through fifo < gcc.trace
2048,1,16,no-write-allocate,write-through,lru,7824,33815,23360068,./csim 2048 1 16 no-write-allocate write-through lru < gcc.trace
2048,2,32,no-write-allocate,write-through,fifo,3953,27853,23398830,./csim 2048 2 32 no-write-allocate write-through fifo < gcc.trace
128,2,4,no-write-allocate,write-through,fifo,31998,47656,23416427,./csim 128 2 4 no-write-allocate write-through fifo < gcc.trace
16,4,4,write-allocate,write-back,fifo,82582,62039,23441283,./csim 16 4 4 write-allocate write-back fifo < gcc.trace
1024,2,32,no-write-allocate,write-through,lru,4008,27829,23442854,./csim 1024 2 32 no-write-allocate write-through lru < gcc.trace
512,128,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 512 128 4 write-allocate write-through fifo < gcc.trace
512,128,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 512 128 4 write-allocate write-through lru < gcc.trace
1024,64,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 1024 64 4 write-allocate write-through lru < gcc.trace
1024,128,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 1024 128 4 write-allocate write-through fifo < gcc.trace
1024,128,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 1024 128 4 write-allocate write-through lru < gcc.trace
1024,256,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 1024 256 4 write-allocate write-through fifo < gcc.trace
1024,256,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 1024 256 4 write-allocate write-through lru < gcc.trace
2048,64,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 2048 64 4 write-allocate write-through fifo < gcc.trace
2048,64,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 2048 64 4 write-allocate write-through lru < gcc.trace
2048,128,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 2048 128 4 write-allocate write-through fifo < gcc.trace
2048,128,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 2048 128 4 write-allocate write-through lru < gcc.trace
2048,256,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 2048 256 4 write-allocate write-through fifo < gcc.trace
2048,256,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 2048 256 4 write-allocate write-through lru < gcc.trace
4096,32,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 4096 32 4 write-allocate write-through fifo < gcc.trace
4096,32,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 4096 32 4 write-allocate write-through lru < gcc.trace
4096,64,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 4096 64 4 write-allocate write-through fifo < gcc.trace
4096,64,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 4096 64 4 write-allocate write-through lru < gcc.trace
4096,128,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 4096 128 4 write-allocate write-through fifo < gcc.trace
4096,128,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 4096 128 4 write-allocate write-through lru < gcc.trace
4096,256,4,write-allocate,write-through,fifo,4431,27356,23442983,./csim 4096 256 4 write-allocate write-through fifo < gcc.trace
4096,256,4,write-allocate,write-through,lru,4431,27356,23442983,./csim 4096 256 4 write-allocate write-through lru < gcc.trace
1024,64,4,write-allocate,write-through,fifo,4431,27357,23443083,./csim 1024 64 4 write-allocate write-through fifo < gcc.trace
2048,32,4,write-allocate,write-through,lru,4432,27356,23443083,./csim 2048 32 4 write-allocate write-through lru < gcc.trace
2048,32,4,write-allocate,write-through,fifo,4433,27356,23443183,./csim 2048 32 4 write-allocate write-through fifo < gcc.trace
4096,16,4,write-allocate,write-through,lru,4432,27357,23443183,./csim 4096 16 4 write-allocate write-through lru < gcc.trace
4096,16,4,write-allocate,write-through,fifo,4433,27357,23443283,./csim 4096 16 4 write-allocate write-through fifo < gcc.trace
512,64,4,write-allocate,write-through,lru,4505,27362,23450983,./csim 512 64 4 write-allocate write-through lru < gcc.trace
1024,32,4,write-allocate,write-through,lru,4514,27369,23452583,./csim 1024 32 4 write-allocate write-through lru < gcc.trace
4096,8,4,write-allocate,write-through,lru,4537,27367,23454683,./csim 4096 8 4 write-allocate write-through lru < gcc.trace
2048,16,4,write-allocate,write-through,lru,4538,27369,23454983,./csim 2048 16 4 write-allocate write-through lru < gcc.trace
256,8,32,no-write-allocate,write-through,fifo,4038,28013,23466670,./csim 256 8 32 no-write-allocate write-through fifo < gcc.trace
512,64,4,write-allocate,write-through,fifo,4638,27407,23468783,./csim 512 64 4 write-allocate write-through fifo < gcc.trace
1024,32,4,write-allocate,write-through,fifo,4647,27413,23470283,./csim 1024 32 4 write-allocate write-through fifo < gcc.trace
512,4,32,no-write-allocate,write-through,fifo,4045,28037,23472246,./csim 512 4 32 no-write-allocate write-through fifo < gcc.trace
2048,16,4,write-allocate,write-through,fifo,4677,27431,23475083,./csim 2048 16 4 write-allocate write-through fifo < gcc.trace
